NAME	Myofibroblast	CAF	Skeletal muscle	Myocyte	Endothelial	Mast	CD4+ T conv	CD8+ T eff	Dendritic	B cell	Treg	CD8+ T exh	Macrophage	Plasma cell
ACSM3	1.19996276355071	1	1	1.02957389030577	1.33435178840883	22.4847882532464	1	1	1.00505423613815	1.01295334491398	1	2.34790997841334	15.6976265131154	26.6679171603496
ACSM5	2.15713740738527	1.07599288881746	43.5729882569194	10.2850765857367	1	1.00111362007435	1	1.28138464890658	1.00505423613815	1.01295334491398	1	1	10.197696087979	1.0133865721436
ACTA1	2.4866991191387	2.57628873705478	9.95685723355575	1057.9660655025	1.09508502796425	3.17979572689849	2.1133956226082	3.37228634257925	2.15081317243608	11.982308824065	2.02523386999582	2.01243529852626	1.93425325432281	4.16977756771559
ACTA2	1005.90452634435	137.19804422821	88.2196842980605	33.2794443449767	20.9529627185438	21.0281396083078	33.2794443449767	48.8556007293463	3.86280776949072	11.5755135646459	43.0811738888884	30.0735323554587	13.9573802337137	12.3959636602414
ACTC1	25.5129399391854	1.18914173182279	25.7774385947719	841.523375975538	1.03917256060483	1.40848892622379	1.29402940070895	4.32389165893786	3.35167216556396	4.64168913900698	1.77238510672311	2.47180745938203	1.2629010419909	1.0133865721436
ACTG2	320.855464835178	1.78792397032853	1.61900810492809	7.90304444055257	1.14967085681609	7.83666675691766	2.2299330300317	3.03629404461632	5.37910833030203	10.8343046472203	32.6320563647082	6.56795163165717	2.24314913390839	3.16522216094128
ACTL7A	1	1.05503071034561	1	1.02957389030577	1.91008826772527	1.00111362007435	1	1	3.72909083176075	1.01295334491398	1	1	1	19.5848095911151
ACTN2	16.2975333609525	1.01426050090297	18.2080820611505	586.881186291266	1.30954541313175	2.2688450624482	1.9916822756975	1.34385647866865	1.00505423613815	3.52380962231329	1	1.42861256909143	3.30939347392517	1.0133865721436
ACVR1C	1.21695597538537	1.16579890652984	1	36.8839368615683	1.06907835067038	1.00111362007435	1.64886000715785	1.38021703162908	40.6312744827005	1.01295334491398	2.50463993494148	1	1	25.2195926041904
ACY3	1	1.01129303342236	1	1.02957389030577	1.09443985616969	1.00111362007435	1	1.71493247294203	1.00505423613815	25.1056739377313	1	1	7.52541680086175	28.0373875600572
ADAM12	11.3553236967741	92.8630206959284	19.5161320623497	1.02957389030577	1.50462594781423	151.018531129805	27.5406626949754	1.31345555329097	135.394919309166	21.1531812223145	127.24098977601	6.23523500856393	20.1137829046786	1.0133865721436
ADAM15	41.1582576630276	51.8681957824333	46.7386435894203	30.4391058762245	320.51372281954	3.50526690236925	8.66268946249941	1.95138302683835	20.154208709671	13.0447970583276	24.5203487084906	18.8789477141439	101.166001050277	1.0133865721436
